annotation_id,gtdb_version,gene_id,genome_id,pfam,start,stop,length,e_value,interpro_accession,interpro_description
168947057,207,QCIK01000006.1_93,GCA_003216715.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
168949195,207,QCIL01000013.1_9,GCA_003216725.1,PF12288,618,711,760,2.4e-05,IPR020990,Carboxysome assembly protein
168949196,207,QCIL01000013.1_9,GCA_003216725.1,PF12288,156,579,760,0.0,IPR020990,Carboxysome assembly protein
168950213,207,QCIJ01000002.1_59,GCA_003216755.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
168952829,207,QCII01000003.1_117,GCA_003216775.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
168954452,207,QCIH01000008.1_11,GCA_003216795.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
168956480,207,QCIG01000030.1_9,GCA_003216815.1,PF12288,185,607,608,0.0,IPR020990,Carboxysome assembly protein
168776171,207,QCIF01000001.1_300,GCA_003216835.1,PF12288,162,585,770,0.0,IPR020990,Carboxysome assembly protein
21932171,207,QCIB01000006.1_34,GCA_003216915.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
21934141,207,QCHZ01000002.1_176,GCA_003216955.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
21934140,207,QCHZ01000002.1_176,GCA_003216955.1,PF12288,639,738,795,2.7e-05,IPR020990,Carboxysome assembly protein
21936367,207,QCHY01000014.1_10,GCA_003216975.1,PF12288,638,742,795,2.3e-05,IPR020990,Carboxysome assembly protein
21936368,207,QCHY01000014.1_10,GCA_003216975.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
21938035,207,QCHV01000013.1_13,GCA_003217035.1,PF12288,180,606,788,0.0,IPR020990,Carboxysome assembly protein
22573551,207,QIHT01000011.1_5,GCA_003229115.1,PF12288,141,505,856,0.0,IPR020990,Carboxysome assembly protein
22573550,207,QIHT01000011.1_5,GCA_003229115.1,PF12288,506,674,856,5.6051899999999996e-45,IPR020990,Carboxysome assembly protein
22601060,207,QIGJ01000261.1_11,GCA_003229995.1,PF12288,1,34,215,2.4e-05,IPR020990,Carboxysome assembly protein
22601372,207,QIGJ01000261.1_12,GCA_003229995.1,PF12288,144,376,419,0.0,IPR020990,Carboxysome assembly protein
22684762,207,QIJH01000068.1_8,GCA_003232725.1,PF12288,277,452,637,9.80909e-45,IPR020990,Carboxysome assembly protein
22684763,207,QIJH01000068.1_8,GCA_003232725.1,PF12288,153,323,637,1.6e-35,IPR020990,Carboxysome assembly protein
22713806,207,QILH01000233.1_1,GCA_003233255.1,PF12288,157,584,767,0.0,IPR020990,Carboxysome assembly protein
23312451,207,QBMD01000003.1_4,GCA_003249115.1,PF12288,623,735,783,5.2e-07,IPR020990,Carboxysome assembly protein
23312452,207,QBMD01000003.1_4,GCA_003249115.1,PF12288,170,597,783,0.0,IPR020990,Carboxysome assembly protein
23569867,207,QCHR01000013.1_8,GCA_003277985.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
23569866,207,QCHR01000013.1_8,GCA_003277985.1,PF12288,639,741,795,9.8e-06,IPR020990,Carboxysome assembly protein
23572000,207,QCHG01000035.1_7,GCA_003278045.1,PF12288,82,505,690,0.0,IPR020990,Carboxysome assembly protein
23580163,207,QCGF01000004.1_37,GCA_003278175.1,PF12288,185,611,794,0.0,IPR020990,Carboxysome assembly protein
23582378,207,QCGE01000015.1_18,GCA_003278195.1,PF12288,179,604,787,0.0,IPR020990,Carboxysome assembly protein
23584382,207,QCGC01000007.1_22,GCA_003278225.1,PF12288,629,732,786,5.5e-06,IPR020990,Carboxysome assembly protein
23584383,207,QCGC01000007.1_22,GCA_003278225.1,PF12288,180,603,786,0.0,IPR020990,Carboxysome assembly protein
23586160,207,QCFZ01000004.1_72,GCA_003278255.1,PF12288,187,611,794,0.0,IPR020990,Carboxysome assembly protein
23586159,207,QCFZ01000004.1_72,GCA_003278255.1,PF12288,637,743,794,2.3e-06,IPR020990,Carboxysome assembly protein
23589580,207,QCFS01000023.1_17,GCA_003278365.1,PF12288,181,606,788,0.0,IPR020990,Carboxysome assembly protein
23591956,207,QCFE01000006.1_54,GCA_003278425.1,PF12288,183,607,791,0.0,IPR020990,Carboxysome assembly protein
23592780,207,QCFD01000008.1_21,GCA_003278445.1,PF12288,637,743,795,3.7e-05,IPR020990,Carboxysome assembly protein
23592781,207,QCFD01000008.1_21,GCA_003278445.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
23593825,207,QCFC01000010.1_34,GCA_003278465.1,PF12288,186,609,788,0.0,IPR020990,Carboxysome assembly protein
23595540,207,QCEQ01000002.1_4,GCA_003278525.1,PF12288,155,578,763,0.0,IPR020990,Carboxysome assembly protein
23598025,207,QCEG01000012.1_12,GCA_003278535.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
23599909,207,QCEF01000004.1_107,GCA_003278545.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
23604129,207,QCDR01000015.1_35,GCA_003278705.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
23604749,207,QCDO01000030.1_4,GCA_003278735.1,PF12288,156,579,703,0.0,IPR020990,Carboxysome assembly protein
23606590,207,QCDK01000058.1_1,GCA_003278765.1,PF12288,106,529,714,0.0,IPR020990,Carboxysome assembly protein
23611073,207,QCCX01000004.1_117,GCA_003278845.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
23613711,207,QCCU01000001.1_155,GCA_003278855.1,PF12288,154,577,762,0.0,IPR020990,Carboxysome assembly protein
23619639,207,QCCN01000003.1_69,GCA_003278925.1,PF12288,619,711,761,5.8e-05,IPR020990,Carboxysome assembly protein
23619640,207,QCCN01000003.1_69,GCA_003278925.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
23620559,207,QCCB01000018.1_14,GCA_003278955.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
23621516,207,QCBY01000004.1_94,GCA_003279005.1,PF12288,152,575,757,0.0,IPR020990,Carboxysome assembly protein
23621517,207,QCBY01000004.1_94,GCA_003279005.1,PF12288,614,713,757,1.7e-06,IPR020990,Carboxysome assembly protein
23624768,207,QCBV01000002.1_37,GCA_003279015.1,PF12288,169,592,777,0.0,IPR020990,Carboxysome assembly protein
23626691,207,QCBO01000001.1_430,GCA_003279105.1,PF12288,619,711,761,2.3e-05,IPR020990,Carboxysome assembly protein
23626690,207,QCBO01000001.1_430,GCA_003279105.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
23628077,207,QCBG01000002.1_90,GCA_003279115.1,PF12288,619,712,761,3.4e-05,IPR020990,Carboxysome assembly protein
23628078,207,QCBG01000002.1_90,GCA_003279115.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
23629961,207,QCHT01000003.1_33,GCA_003279445.1,PF12288,636,745,797,1.1e-05,IPR020990,Carboxysome assembly protein
23629960,207,QCHT01000003.1_33,GCA_003279445.1,PF12288,184,610,797,0.0,IPR020990,Carboxysome assembly protein
23631017,207,QCHU01000006.1_18,GCA_003279455.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
23631016,207,QCHU01000006.1_18,GCA_003279455.1,PF12288,639,738,795,2.4e-05,IPR020990,Carboxysome assembly protein
23632485,207,QCHN01000008.1_76,GCA_003279565.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
23632486,207,QCHN01000008.1_76,GCA_003279565.1,PF12288,636,744,795,3.3e-05,IPR020990,Carboxysome assembly protein
23638508,207,QCHM01000028.1_1,GCA_003279615.1,PF12288,158,584,767,0.0,IPR020990,Carboxysome assembly protein
23640291,207,QCHK01000002.1_104,GCA_003279635.1,PF12288,641,738,795,2.3e-05,IPR020990,Carboxysome assembly protein
23640290,207,QCHK01000002.1_104,GCA_003279635.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
23642769,207,QCHI01000008.1_15,GCA_003279655.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
23642768,207,QCHI01000008.1_15,GCA_003279655.1,PF12288,637,739,795,8.4e-05,IPR020990,Carboxysome assembly protein
23649551,207,QCGP01000009.1_43,GCA_003279845.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
23652061,207,QCGO01000001.1_354,GCA_003279855.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
23655563,207,QCGL01000001.1_16,GCA_003279935.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
23659766,207,QCGD01000008.1_23,GCA_003280025.1,PF12288,162,585,770,0.0,IPR020990,Carboxysome assembly protein
23662842,207,QCGG01000005.1_63,GCA_003280055.1,PF12288,185,609,794,0.0,IPR020990,Carboxysome assembly protein
23662841,207,QCGG01000005.1_63,GCA_003280055.1,PF12288,638,742,794,2.3e-06,IPR020990,Carboxysome assembly protein
23665098,207,QCFY01000011.1_12,GCA_003280085.1,PF12288,183,606,788,0.0,IPR020990,Carboxysome assembly protein
23668079,207,QCFX01000003.1_89,GCA_003280105.1,PF12288,617,728,781,6.9e-05,IPR020990,Carboxysome assembly protein
23668078,207,QCFX01000003.1_89,GCA_003280105.1,PF12288,173,596,781,0.0,IPR020990,Carboxysome assembly protein
23670657,207,QCFO01000011.1_15,GCA_003280225.1,PF12288,182,606,790,0.0,IPR020990,Carboxysome assembly protein
23672143,207,QCFN01000005.1_50,GCA_003280245.1,PF12288,178,600,780,0.0,IPR020990,Carboxysome assembly protein
23673465,207,QCFJ01000008.1_4,GCA_003280265.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
23673464,207,QCFJ01000008.1_4,GCA_003280265.1,PF12288,638,742,795,2.3e-05,IPR020990,Carboxysome assembly protein
23674315,207,QCFI01000001.1_117,GCA_003280295.1,PF12288,182,605,787,0.0,IPR020990,Carboxysome assembly protein
23674314,207,QCFI01000001.1_117,GCA_003280295.1,PF12288,630,733,787,1.8e-05,IPR020990,Carboxysome assembly protein
23676168,207,QCFB01000004.1_92,GCA_003280345.1,PF12288,638,735,786,8.2e-05,IPR020990,Carboxysome assembly protein
23676169,207,QCFB01000004.1_92,GCA_003280345.1,PF12288,181,604,786,0.0,IPR020990,Carboxysome assembly protein
23679158,207,QCEW01000017.1_30,GCA_003280445.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
23679159,207,QCEW01000017.1_30,GCA_003280445.1,PF12288,638,743,795,2e-05,IPR020990,Carboxysome assembly protein
23683023,207,QCER01000011.1_46,GCA_003280515.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
23684702,207,QCEN01000009.1_10,GCA_003280575.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
23690470,207,QCEK01000005.1_105,GCA_003280655.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
23692594,207,QCDN01000030.1_3,GCA_003280885.1,PF12288,157,263,267,1.4e-31,IPR020990,Carboxysome assembly protein
22304447,207,QCDM01000004.1_56,GCA_003280895.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
23924539,207,QCDJ01000010.1_35,GCA_003280935.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
23926556,207,QCDH01000018.1_1,GCA_003280985.1,PF12288,157,207,207,2.4e-13,IPR020990,Carboxysome assembly protein
23927501,207,QCDG01000002.1_96,GCA_003280995.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169167550,207,QCCW01000024.1_6,GCA_003281125.1,PF12288,148,571,753,0.0,IPR020990,Carboxysome assembly protein
169167551,207,QCCW01000024.1_6,GCA_003281125.1,PF12288,611,703,753,1.5e-05,IPR020990,Carboxysome assembly protein
169168292,207,QCCT01000002.1_202,GCA_003281165.1,PF12288,158,581,766,0.0,IPR020990,Carboxysome assembly protein
169169871,207,QCCS01000012.1_39,GCA_003281185.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
169169870,207,QCCS01000012.1_39,GCA_003281185.1,PF12288,619,713,761,3.4e-06,IPR020990,Carboxysome assembly protein
169172238,207,QCCP01000011.1_36,GCA_003281225.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169173069,207,QCCL01000001.1_42,GCA_003281255.1,PF12288,159,582,767,0.0,IPR020990,Carboxysome assembly protein
169177102,207,QCCH01000001.1_24,GCA_003281315.1,PF12288,151,574,756,0.0,IPR020990,Carboxysome assembly protein
169177103,207,QCCH01000001.1_24,GCA_003281315.1,PF12288,614,707,756,3.3e-05,IPR020990,Carboxysome assembly protein
169179448,207,QCCG01000002.1_86,GCA_003281335.1,PF12288,619,712,761,2.5e-05,IPR020990,Carboxysome assembly protein
169179449,207,QCCG01000002.1_86,GCA_003281335.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
169180254,207,QCCF01000004.1_29,GCA_003281365.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169414385,207,QCCC01000003.1_6,GCA_003281415.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169416358,207,QCBX01000001.1_122,GCA_003281455.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169418748,207,QCBW01000002.1_55,GCA_003281485.1,PF12288,619,709,761,2.4e-05,IPR020990,Carboxysome assembly protein
169418747,207,QCBW01000002.1_55,GCA_003281485.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
169418896,207,QCBU01000007.1_62,GCA_003281505.1,PF12288,619,712,761,3.4e-05,IPR020990,Carboxysome assembly protein
169418895,207,QCBU01000007.1_62,GCA_003281505.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
169423392,207,QCBM01000001.1_103,GCA_003281605.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
169423393,207,QCBM01000001.1_103,GCA_003281605.1,PF12288,619,712,761,2.8e-05,IPR020990,Carboxysome assembly protein
169425119,207,QCBL01000006.1_65,GCA_003281625.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
169425118,207,QCBL01000006.1_65,GCA_003281625.1,PF12288,619,712,761,2.8e-05,IPR020990,Carboxysome assembly protein
169427708,207,QCBJ01000014.1_15,GCA_003281645.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169430112,207,QCBH01000008.1_5,GCA_003281685.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
169430113,207,QCBH01000008.1_5,GCA_003281685.1,PF12288,619,712,761,3.4e-05,IPR020990,Carboxysome assembly protein
169431292,207,QCBE01000001.1_11,GCA_003281715.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
169445715,207,QBZO01000016.1_7,GCA_003282225.1,PF12288,152,575,757,0.0,IPR020990,Carboxysome assembly protein
169445716,207,QBZO01000016.1_7,GCA_003282225.1,PF12288,614,710,757,1.4e-05,IPR020990,Carboxysome assembly protein
169446910,207,QBZF01000007.1_34,GCA_003282425.1,PF12288,378,470,520,2.8e-05,IPR020990,Carboxysome assembly protein
169446911,207,QBZF01000007.1_34,GCA_003282425.1,PF12288,2,338,520,0.0,IPR020990,Carboxysome assembly protein
169465857,207,QBXH01000001.1_35,GCA_003283415.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
169484336,207,QBVH01000039.1_4,GCA_003284445.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
169484337,207,QBVH01000039.1_4,GCA_003284445.1,PF12288,647,738,795,3.3e-05,IPR020990,Carboxysome assembly protein
174825061,207,DOIU01000118.1_15,GCA_003511825.1,PF12288,556,651,710,5.9e-05,IPR020990,Carboxysome assembly protein
174825059,207,DOIU01000118.1_15,GCA_003511825.1,PF12288,280,516,710,0.0,IPR020990,Carboxysome assembly protein
174825060,207,DOIU01000118.1_15,GCA_003511825.1,PF12288,26,271,710,0.0,IPR020990,Carboxysome assembly protein
173793062,207,PUOZ01000356.1_3,GCA_003553165.1,PF12288,2,218,395,0.0,IPR020990,Carboxysome assembly protein
173409428,207,PWGH01000136.1_3,GCA_003555285.1,PF12288,101,455,802,0.0,IPR020990,Carboxysome assembly protein
173409429,207,PWGH01000136.1_3,GCA_003555285.1,PF12288,351,600,802,0.0,IPR020990,Carboxysome assembly protein
173607118,207,PWWI01000240.1_1,GCA_003561535.1,PF12288,141,433,611,0.0,IPR020990,Carboxysome assembly protein
173607119,207,PWWI01000240.1_1,GCA_003561535.1,PF12288,2,141,611,0.0,IPR020990,Carboxysome assembly protein
173154848,207,PWTO01000177.1_2,GCA_003562815.1,PF12288,250,669,891,0.0,IPR020990,Carboxysome assembly protein
173167543,207,PWRV01000247.1_5,GCA_003563455.1,PF12288,439,730,906,0.0,IPR020990,Carboxysome assembly protein
173167544,207,PWRV01000247.1_5,GCA_003563455.1,PF12288,186,435,906,0.0,IPR020990,Carboxysome assembly protein
173258885,207,PXAT01000086.1_29,GCA_003565775.1,PF12288,445,792,983,0.0,IPR020990,Carboxysome assembly protein
173258886,207,PXAT01000086.1_29,GCA_003565775.1,PF12288,242,618,983,0.0,IPR020990,Carboxysome assembly protein
170483643,207,SCUU01000039.1_10,GCA_004297065.1,PF12288,126,311,610,0.0,IPR020990,Carboxysome assembly protein
170483642,207,SCUU01000039.1_10,GCA_004297065.1,PF12288,309,417,610,1.2e-25,IPR020990,Carboxysome assembly protein
169713848,207,SMXG01000116.1_4,GCA_004356775.1,PF12288,85,214,565,7.8e-17,IPR020990,Carboxysome assembly protein
169713849,207,SMXG01000116.1_4,GCA_004356775.1,PF12288,298,506,565,2.9e-21,IPR020990,Carboxysome assembly protein
169775301,207,SIRY01000055.1_3,GCA_004366215.1,PF12288,120,497,663,0.0,IPR020990,Carboxysome assembly protein
169573430,207,SPBV01000203.1_4,GCA_004525885.1,PF12288,91,223,719,1.8e-15,IPR020990,Carboxysome assembly protein
169573429,207,SPBV01000203.1_4,GCA_004525885.1,PF12288,451,659,719,3.6e-23,IPR020990,Carboxysome assembly protein
169573431,207,SPBV01000203.1_4,GCA_004525885.1,PF12288,330,439,719,1.0999999999999999e-25,IPR020990,Carboxysome assembly protein
169573432,207,SPBV01000203.1_4,GCA_004525885.1,PF12288,404,549,719,6.1e-31,IPR020990,Carboxysome assembly protein
169573428,207,SPBV01000203.1_4,GCA_004525885.1,PF12288,232,319,719,3.9e-08,IPR020990,Carboxysome assembly protein
26981641,207,SRMO01000100.1_13,GCA_004768415.1,PF12288,213,639,818,0.0,IPR020990,Carboxysome assembly protein
27216956,207,SBBQ01000019.1_51,GCA_005239635.1,PF12288,285,392,595,6.199999999999999e-29,IPR020990,Carboxysome assembly protein
27216955,207,SBBQ01000019.1_51,GCA_005239635.1,PF12288,111,277,595,0.0,IPR020990,Carboxysome assembly protein
26535881,207,SBBG01000153.1_17,GCA_005240065.1,PF12288,373,666,849,0.0,IPR020990,Carboxysome assembly protein
26535882,207,SBBG01000153.1_17,GCA_005240065.1,PF12288,179,369,849,0.0,IPR020990,Carboxysome assembly protein
25421593,207,SBFV01000246.1_4,GCA_006227775.1,PF12288,86,511,694,0.0,IPR020990,Carboxysome assembly protein
25423950,207,SBFU01000016.1_1,GCA_006227785.1,PF12288,427,718,735,0.0,IPR020990,Carboxysome assembly protein
25423951,207,SBFU01000016.1_1,GCA_006227785.1,PF12288,177,424,735,0.0,IPR020990,Carboxysome assembly protein
25432874,207,SBFS01000018.1_11,GCA_006227825.1,PF12288,3,271,457,0.0,IPR020990,Carboxysome assembly protein
24940065,207,SKJG01000100.1_5,GCA_007116035.1,PF12288,181,429,902,0.0,IPR020990,Carboxysome assembly protein
24940066,207,SKJG01000100.1_5,GCA_007116035.1,PF12288,433,725,902,0.0,IPR020990,Carboxysome assembly protein
25025955,207,SKGQ01000041.1_1,GCA_007117515.1,PF12288,192,570,930,0.0,IPR020990,Carboxysome assembly protein
25025954,207,SKGQ01000041.1_1,GCA_007117515.1,PF12288,396,744,930,0.0,IPR020990,Carboxysome assembly protein
24557168,207,SKQM01000215.1_3,GCA_007119005.1,PF12288,2,130,306,2.9e-34,IPR020990,Carboxysome assembly protein
24433577,207,SKYD01000018.1_1,GCA_007128075.1,PF12288,2,381,561,0.0,IPR020990,Carboxysome assembly protein
24486308,207,SKWO01000066.1_15,GCA_007128895.1,PF12288,127,302,469,1.4013e-45,IPR020990,Carboxysome assembly protein
24486309,207,SKWO01000066.1_15,GCA_007128895.1,PF12288,5,171,469,7.1e-39,IPR020990,Carboxysome assembly protein
23796429,207,SLIG01000136.1_4,GCA_007135755.1,PF12288,110,532,720,0.0,IPR020990,Carboxysome assembly protein
23883641,207,QYQG01000021.1_5,GCA_007280375.1,PF12288,16,476,669,0.0,IPR020990,Carboxysome assembly protein
27274757,207,RKSC01000035.1_5,GCA_007571085.1,PF12288,184,617,819,0.0,IPR020990,Carboxysome assembly protein
27319581,207,RECA01000071.1_6,GCA_007692435.1,PF12288,182,431,902,0.0,IPR020990,Carboxysome assembly protein
27319580,207,RECA01000071.1_6,GCA_007692435.1,PF12288,435,726,902,0.0,IPR020990,Carboxysome assembly protein
27336496,207,REBW01000259.1_6,GCA_007692535.1,PF12288,7,256,728,0.0,IPR020990,Carboxysome assembly protein
27336497,207,REBW01000259.1_6,GCA_007692535.1,PF12288,259,551,728,0.0,IPR020990,Carboxysome assembly protein
27402725,207,REDK01000076.1_28,GCA_007693535.1,PF12288,436,762,974,0.0,IPR020990,Carboxysome assembly protein
27402726,207,REDK01000076.1_28,GCA_007693535.1,PF12288,264,472,974,0.0,IPR020990,Carboxysome assembly protein
27518617,207,REEV01000106.1_69,GCA_007694915.1,PF12288,110,532,720,0.0,IPR020990,Carboxysome assembly protein
27751301,207,BIMP01000001.1_181,GCA_007996965.1,PF12288,264,689,869,0.0,IPR020990,Carboxysome assembly protein
27937173,207,CP032507.1_1809,GCA_008375315.1,PF12288,218,639,809,0.0,IPR020990,Carboxysome assembly protein
28059704,207,WBSG01000001.1_207,GCA_008923285.1,PF12288,364,647,840,0.0,IPR020990,Carboxysome assembly protein
28059705,207,WBSG01000001.1_207,GCA_008923285.1,PF12288,146,383,840,0.0,IPR020990,Carboxysome assembly protein
28065045,207,WBSF01000007.1_131,GCA_008923315.1,PF12288,171,420,892,0.0,IPR020990,Carboxysome assembly protein
28065046,207,WBSF01000007.1_131,GCA_008923315.1,PF12288,424,717,892,0.0,IPR020990,Carboxysome assembly protein
28489625,207,CP032508.2_918,GCA_009497875.2,PF12288,195,619,806,0.0,IPR020990,Carboxysome assembly protein
29279697,207,WOUQ01000018.1_43,GCA_009772925.1,PF12288,178,544,892,0.0,IPR020990,Carboxysome assembly protein
29279696,207,WOUQ01000018.1_43,GCA_009772925.1,PF12288,427,716,892,0.0,IPR020990,Carboxysome assembly protein
30492572,207,VXWH01000173.1_4,GCA_009836025.1,PF12288,185,618,816,0.0,IPR020990,Carboxysome assembly protein
30687454,207,VXNS01000014.1_42,GCA_009840445.1,PF12288,195,628,829,0.0,IPR020990,Carboxysome assembly protein
31093566,207,QXYM01000116.1_3,GCA_009886945.1,PF12288,99,223,589,6e-08,IPR020990,Carboxysome assembly protein
31093567,207,QXYM01000116.1_3,GCA_009886945.1,PF12288,245,436,589,1.3e-11,IPR020990,Carboxysome assembly protein
31173228,207,JAAAOQ010000051.1_5,GCA_009908845.1,PF12288,257,677,877,0.0,IPR020990,Carboxysome assembly protein
31294912,207,VFLB01000083.1_1,GCA_009914645.1,PF12288,150,578,765,0.0,IPR020990,Carboxysome assembly protein
31611319,207,RFPK01000176.1_1,GCA_009926195.1,PF12288,91,517,697,0.0,IPR020990,Carboxysome assembly protein
31611361,207,RFPK01000080.1_1,GCA_009926195.1,PF12288,184,233,233,7.1e-11,IPR020990,Carboxysome assembly protein
31675328,207,RFMX01000144.1_21,GCA_009927495.1,PF12288,96,509,686,0.0,IPR020990,Carboxysome assembly protein
31783029,207,RZZN01000064.1_1,GCA_009929855.1,PF12288,14,440,627,0.0,IPR020990,Carboxysome assembly protein
32069992,207,RGUW01000229.1_1,GCA_010027605.1,PF12288,192,245,246,3.8e-13,IPR020990,Carboxysome assembly protein
32070160,207,RGUW01000018.1_2,GCA_010027605.1,PF12288,628,737,787,7e-07,IPR020990,Carboxysome assembly protein
32070161,207,RGUW01000018.1_2,GCA_010027605.1,PF12288,181,603,787,0.0,IPR020990,Carboxysome assembly protein
32093525,207,RGNC01000191.1_1,GCA_010029175.1,PF12288,178,605,685,0.0,IPR020990,Carboxysome assembly protein
32222589,207,JAAFGW010000157.1_10,GCA_010365175.1,PF12288,75,441,794,0.0,IPR020990,Carboxysome assembly protein
32222590,207,JAAFGW010000157.1_10,GCA_010365175.1,PF12288,328,616,794,0.0,IPR020990,Carboxysome assembly protein
32462756,207,POWB01000017.1_28,GCA_010912705.1,PF12288,244,663,865,0.0,IPR020990,Carboxysome assembly protein
32540685,207,DSBO01000014.1_9,GCA_011046015.1,PF12288,16,435,617,0.0,IPR020990,Carboxysome assembly protein
32807422,207,DRKN01000142.1_18,GCA_011051755.1,PF12288,57,481,661,0.0,IPR020990,Carboxysome assembly protein
32877372,207,DRLG01000326.1_9,GCA_011053135.1,PF12288,167,338,640,1e-36,IPR020990,Carboxysome assembly protein
32877373,207,DRLG01000326.1_9,GCA_011053135.1,PF12288,311,465,640,1.1999999999999999e-39,IPR020990,Carboxysome assembly protein
34142951,207,DRQN01000173.1_22,GCA_011371455.1,PF12288,55,479,656,0.0,IPR020990,Carboxysome assembly protein
34421475,207,JAABTX010000002.1_6,GCA_011389655.1,PF12288,182,432,902,0.0,IPR020990,Carboxysome assembly protein
34421476,207,JAABTX010000002.1_6,GCA_011389655.1,PF12288,435,726,902,0.0,IPR020990,Carboxysome assembly protein
34465840,207,JAABTK010000057.1_16,GCA_011389885.1,PF12288,195,621,803,0.0,IPR020990,Carboxysome assembly protein
34480085,207,JAABTF010000026.1_15,GCA_011389965.1,PF12288,209,567,925,0.0,IPR020990,Carboxysome assembly protein
34480086,207,JAABTF010000026.1_15,GCA_011389965.1,PF12288,464,690,925,0.0,IPR020990,Carboxysome assembly protein
34487703,207,JAABTG010000016.1_19,GCA_011389995.1,PF12288,105,533,717,0.0,IPR020990,Carboxysome assembly protein
34551522,207,JAABSM010000033.1_19,GCA_011390365.1,PF12288,190,617,793,0.0,IPR020990,Carboxysome assembly protein
34557597,207,JAABSN010000006.1_13,GCA_011390385.1,PF12288,384,723,899,0.0,IPR020990,Carboxysome assembly protein
34557596,207,JAABSN010000006.1_13,GCA_011390385.1,PF12288,14,117,899,7.4e-05,IPR020990,Carboxysome assembly protein
34557595,207,JAABSN010000006.1_13,GCA_011390385.1,PF12288,178,547,899,0.0,IPR020990,Carboxysome assembly protein
34591546,207,JAABSC010000007.1_45,GCA_011390565.1,PF12288,170,417,890,0.0,IPR020990,Carboxysome assembly protein
34591547,207,JAABSC010000007.1_45,GCA_011390565.1,PF12288,421,713,890,0.0,IPR020990,Carboxysome assembly protein
34640906,207,JAABRP010000074.1_13,GCA_011390875.1,PF12288,505,607,658,4.1e-07,IPR020990,Carboxysome assembly protein
34640907,207,JAABRP010000074.1_13,GCA_011390875.1,PF12288,37,464,658,0.0,IPR020990,Carboxysome assembly protein
35007853,207,WTGE01000048.1_4,GCA_011525445.1,PF12288,184,608,797,0.0,IPR020990,Carboxysome assembly protein
35007854,207,WTGE01000048.1_4,GCA_011525445.1,PF12288,637,748,797,3.8e-07,IPR020990,Carboxysome assembly protein
36157108,207,JAAXIH010000150.1_1,GCA_012270465.1,PF12288,74,183,233,2.2e-05,IPR020990,Carboxysome assembly protein
